PK_Employé,Matricule,Qualité,Genre,Age,Pays de naissance,Ville de naissance,Situation familiale,Nombre de personnes à charge,Nombre de personnes à charge.1,Nombre d'enfants SFT,Etablissement,Code-Département,Code-Unité organisationnelle,Poste,Code-Classification,Code-Qualification,Expérience en Année,Code-Niveau d'expérience,Code-Type de contrat,Type de temps contractuel,Heures de présence / jour,Heures de présence / semaine,Heures de présence / mois,Hérité de l'affectation,Type d'affectation,Type de rattachement,Type travail,Etat de la mobilité,Pourcentage d'affectation,Pourcentage d'affectation budgeté,NbAbsencesTotaleParEmployé,TauxAbsenteisme,Droits Congés Payés,Note globale,Rubrique,Montant de l'augmentation,Taux d'augmentation,Motif d'augmentation,Montant du salaire,Situation
81,016DATA038,Mme.,Féminin,31,Maroc,MEKNES,Marié(e),0,0,0,MA-Cns,ADM,DOP2479,Analyste Idp,EMP,E3,7,S01,DI,temps plein,0,39.57,180,1,1,Administratif,Sur site,Locale,100,100,200,0.10582010582010581,2 jours par mois,3,SBM,155.71,3,Campagne Augmentat,5346.17,Actif
82,016DATA044,Mr.,Masculin,43,Congo,COG,Marié(e),1,0,1,MA-Cns,PRO,P00000645,Conseilleur Technique,EMP,E2,6,C02,DI,temps plein,0,39.57,180,1,1,Administratif,Sur site,Locale,100,100,131,0.0808641975308642,"1,5 jours par mois",80,SBM,250,5.882,Campagne Augmentat,4500,Actif
83,016DATA058,Mme.,Féminin,32,Maroc,MAR,Divorcé(e),0,0,0,MA-Cns,PRO,P00000555,Chargé De Clientèle,EMP,E2,5,J03,DI,temps plein,0,39.57,180,1,1,Administratif,Sur site,Locale,100,100,124,0.09185185185185185,"1,5 jours par mois",99,SBM,180,4.681,Campagne Augmentat,4025,Actif
84,016DATA061,Mme.,Féminin,31,Sénégal,SEN,Marié(e),0,0,0,MA-Cns,PRO,P00000296,Conseiller Commercial,EMP,E2,5,C02,DI,temps plein,7.91,39.57,180,1,1,Administratif,Sur site,Locale,100,100,76,0.056296296296296296,"1,5 jours par mois",-99,SBM,250,5.882,Campagne Augmentat,4500,Actif
85,016DATA068,Mme.,Féminin,31,Maroc,MAR,Marié(e),0,0,0,MA-Cns,PRO,P00000577,Chargé De Clientèle,EMP,E2,3,J03,DI,temps plein,7.91,39.57,180,1,1,Administratif,Sur site,Locale,100,100,43,0.05308641975308642,"1,5 jours par mois",-99,SBM,162,4.681,Campagne Augmentat,3622.5,Actif
86,016DATA077,Mme.,Féminin,27,Maroc,MAR,Marié(e),0,0,0,MA-Cns,PRO,P00000981,Chargé De Clientèle,EMP,E2,1,J02,DI,temps plein,7.91,39.57,180,1,1,Administratif,Sur site,Locale,100,100,25,0.09259259259259259,"1,5 jours par mois",-99,SBM,0,0,Non défini,3845,Actif
87,016DATAM01,Mr.,Masculin,47,Maroc,MAR,Marié(e),0,0,0,MA-Cns,ADM,DMG2,Resp Achats Logist,CAD,C1,8,S01,DI,temps plein,0,39.57,208,1,1,Administratif,Sur site,Locale,100,100,145,0.05809294871794872,2 jours par mois,3,SBM,2164.06,13.893,Campagne Augmentat,17740.81,Actif
88,017DATA060,Mme.,Féminin,48,Maroc,MAR,Marié(e),0,0,0,MA-Cns,PRO,P00000923,Conseiller Commercial,EMP,E1,5,S02,DI,temps plein,0,39.57,180,1,1,Administratif,Sur site,Locale,100,100,61,0.04518518518518518,"1,5 jours par mois",-99,SBM,180,4.681,Campagne Augmentat,4025,Actif
89,017DATA061,Mme.,Féminin,43,Maroc,MAR,Marié(e),0,0,0,MA-Cns,PRO,P00000271,Conseiller Commercial,EMP,E2,5,C01,DI,temps plein,7.91,39.57,180,1,1,Administratif,Sur site,Locale,100,100,81,0.06,"1,5 jours par mois",-99,SBM,225,5.59,Campagne Augmentat,4250,Actif
90,017DATA071,Mme.,Féminin,25,Maroc,MAR,Marié(e),0,0,0,MA-Cns,PRO,DOP3721,Conseiller Commercial,EMP,E2,2,J02,AN,temps plein,7.91,39.57,180,1,1,Administratif,Sur site,Locale,100,100,26,0.04814814814814815,"1,5 jours par mois",-99,SBM,165.48,5.022,Campagne Augmentat,3460.5,Actif
91,018DATA034,Mme.,Féminin,36,Maroc,EL JADIDA,Marié(e),0,0,0,MA-Cns,PRO,P00000903,Responsable D'Équipe,CAS,A2,9,C02,DI,temps plein,0,39.57,180,1,1,Administratif,Sur site,Locale,100,100,273,0.11234567901234568,"1,5 jours par mois",105,SBM,450,5.952,Campagne Augmentat,8010,Actif
92,018DATA077,Mme.,Féminin,24,Maroc,MAR,Marié(e),0,0,0,MA-Cns,PRO,P00000981,Chargé De Clientèle,EMP,E2,1,J02,DI,temps plein,7.91,39.57,180,1,1,Administratif,Sur site,Locale,100,100,10,0.037037037037037035,"1,5 jours par mois",-99,SBM,0,0,Non défini,3845,Actif
93,018DATAE21,Mlle,Féminin,42,Maroc,MAR,Célibataire,0,0,0,MA-Cns,PRO,P00000887,Responsable D'Équipe,CAS,A2,19,C03,DI,temps plein,0,42,180,1,1,Administratif,Sur site,Locale,100,100,214,0.041715399610136455,"1,5 jours par mois",-99,SBM,500,5.618,Campagne Augmentat,9400,Actif
94,018DATAM50,Mr.,Masculin,36,Maroc,MAR,Célibataire,0,0,0,MA-HASSANE,PRO,DOP3461,Conseilleur Technique,EMP,E2,2,J03,DI,temps plein,7.91,39.57,180,1,1,Administratif,Sur site,Locale,100,100,56,0.1037037037037037,"1,5 jours par mois",-99,SBM,81,2.054,Campagne Augmentat,4025,Actif
95,018DATAS00,Mlle,Féminin,50,Maroc,MAR,Célibataire,0,0,0,MA-Cns,ADM,DQ005,Resp Conformite,CAD,C1,11,S01,DI,temps plein,0,39.57,208,1,1,Administratif,Sur site,Locale,100,100,285,0.08304195804195805,2 jours par mois,90,SBM,558.28,2,Campagne Augmentat,28472.31,Actif
96,019DATA009,Mr.,Masculin,38,Maroc,MAR,Célibataire,0,0,0,MA-Cns,PRO,P00000653,Chargé De Clientèle,EMP,E2,4,C01,DI,temps plein,7.91,39.57,208,1,1,Administratif,Sur site,Locale,100,100,142,0.11378205128205128,"1,5 jours par mois",-99,SBM,225,5.59,Campagne Augmentat,4250,Actif
97,019DATA040,Mme.,Féminin,39,Maroc,CASABLANCA,Marié(e),0,0,0,MA-TAC,PRO,P00000519,Chargé De Clientèle,EMP,E2,7,C02,DI,temps plein,0,39.57,180,1,1,Administratif,Sur site,Locale,100,100,176,0.09312169312169312,"1,5 jours par mois",95,SBM,114.8,2.551,Mutation,4614.8,Actif
98,019DATA042,Mme.,Féminin,32,Maroc,CASABLANCA,Marié(e),0,0,0,MA-Cns,ADM,DAF6,C.Bureau D'Ordre,EMP,E2,7,C03,DI,temps plein,0,39.57,180,1,1,Administratif,Sur site,Locale,100,100,200,0.10582010582010581,"1,5 jours par mois",105,SBM,250,5.556,Campagne Augmentat,4750,Actif
99,019DATA067,Mme.,Féminin,28,Sénégal,SEN,Marié(e),0,0,0,MA-Cns,PRO,P00001237,Conseiller Commercial,EMP,E2,3,J02,DI,temps plein,7.91,39.57,180,1,1,Administratif,Sur site,Locale,100,100,41,0.050617283950617285,"1,5 jours par mois",-99,SBM,235,6.51,Campagne Augmentat,3845,Actif
100,019DATAM01,Mr.,Masculin,50,Maroc,MAR,Marié(e),0,0,0,MA-Cns,RH,DRH002,Responsable De Paie,CAD,C1,8,S01,DI,temps plein,0,39.57,208,1,1,Administratif,Sur site,Locale,100,100,154,0.06169871794871795,2 jours par mois,-99,SBM,2097.82,13.3,Campagne Augmentat,17870.92,Actif
101,019DATAS00,Mr.,Masculin,41,Maroc,CASABLANCA,Marié(e),0,0,0,MA-InTown,ADM,BID1,Bid Coordinator,CAD,C1,8,C01,DI,temps plein,0,39.57,208,1,1,Administratif,Sur site,Locale,100,100,200,0.08012820512820513,2 jours par mois,104,SBM,1040.2,5,Chang Compo Salari,21844.2,Actif
102,020DATA038,Mme.,Féminin,32,Sénégal,DAKAR,Marié(e),0,0,0,MA-Cns,PRO,P00000268,Conseilleur Technique,EMP,E2,8,C01,DI,temps plein,0,39.57,180,1,1,Administratif,Sur site,Locale,100,100,124,0.05740740740740741,"1,5 jours par mois",-99,SBM,225,5.59,Campagne Augmentat,4250,Actif
103,020DATA058,Mr.,Masculin,33,Sénégal,SEN,Marié(e),0,0,0,MA-Cns,PRO,P00000276,Conseilleur Technique,EMP,E2,5,C02,DI,temps plein,0,39.57,180,1,1,Administratif,Sur site,Locale,100,100,71,0.052592592592592594,"1,5 jours par mois",84,SBM,250,5.882,Campagne Augmentat,4500,Actif
104,020DATA065,Mme.,Féminin,29,Maroc,MAR,Marié(e),0,0,0,MA-MKS,PRO,P00000703,Chargé De Clientèle,EMP,E2,1,J01,DI,temps plein,7.91,39.57,180,1,1,Administratif,Sur site,Locale,100,100,44,0.16296296296296298,"1,5 jours par mois",-99,SBM,0,0,Non défini,3249,Actif
105,020DATA067,Mme.,Féminin,32,Sénégal,SEN,Marié(e),0,0,0,MA-Cns,PRO,P00000324,Conseiller Commercial,EMP,E2,3,J03,DI,temps plein,7.91,39.57,180,1,1,Administratif,Sur site,Locale,100,100,47,0.05802469135802469,"1,5 jours par mois",-99,SBM,180,4.681,Campagne Augmentat,4025,Actif
106,020DATA070,Mme.,Féminin,30,Sénégal,SEN,Marié(e),0,0,0,MA-Cns,PRO,P00001052,Chargé De Clientèle,EMP,E2,2,J03,DI,temps plein,7.91,39.57,180,1,1,Administratif,Sur site,Locale,100,100,64,0.11851851851851852,"1,5 jours par mois",-99,SBM,180,4.681,Campagne Augmentat,4025,Actif
107,020DATA077,Mr.,Masculin,29,Maroc,MAR,Célibataire,0,0,0,MA-Cns,PRO,P00000981,Chargé De Clientèle,EMP,E2,1,J02,DI,temps plein,7.91,39.57,180,1,1,Administratif,Sur site,Locale,100,100,36,0.13333333333333333,"1,5 jours par mois",-99,SBM,0,0,Non défini,3845,Actif
108,020DATAM01,Mr.,Masculin,46,Maroc,MAR,Marié(e),0,0,0,MA-Cns,ADM,DOP0002,Responsable De Programme,CAD,C2,8,S01,DI,temps plein,0,39.57,208,1,1,Administratif,Sur site,Locale,100,100,232,0.09294871794871795,2 jours par mois,112,SBM,3990.56,15,Campagne Augmentat,30594.27,Actif
109,020DATAM50,Mr.,Masculin,47,Maroc,MAR,Célibataire,0,0,0,MA-HASSANE2,PRO,P00000293,Conseiller Commercial,EMP,E2,2,J03,DI,temps plein,7.91,39.57,180,1,1,Administratif,Sur site,Locale,100,100,47,0.08703703703703704,"1,5 jours par mois",-99,SBM,81,2.054,Non défini,4025,Actif
110,021DATA058,Mr.,Masculin,28,Maroc,MAR,Célibataire,0,0,0,MA-Cns,PRO,P00000268,Conseilleur Technique,EMP,E2,5,C01,DI,temps plein,0,39.57,180,1,1,Administratif,Sur site,Locale,100,100,120,0.08888888888888889,"1,5 jours par mois",84,SBM,225,5.59,Campagne Augmentat,4250,Actif
111,021DATA061,Mme.,Féminin,32,Maroc,MAR,Marié(e),0,0,0,MA-Cns,PRO,P00000872,Conseiller Digital,EMP,E2,5,J03,DI,temps plein,7.91,39.57,180,1,1,Administratif,Sur site,Locale,100,100,143,0.10592592592592592,"1,5 jours par mois",-99,SBM,162,4.681,Campagne Augmentat,3622.5,Actif
112,021DATA063,Mme.,Féminin,27,Maroc,MAR,Marié(e),0,0,0,MA-Cns,PRO,P00000703,Chargé De Clientèle,EMP,E2,4,J03,DI,temps plein,7.91,39.57,180,1,1,Administratif,Sur site,Locale,100,100,62,0.05740740740740741,"1,5 jours par mois",-99,SBM,162,4.681,Campagne Augmentat,3622.5,Actif
113,021DATA064,Mme.,Féminin,31,Maroc,MAR,Marié(e),0,0,0,MA-Cns,ADM,DOP032,Data Quality Analyst,CAS,A3,3,J01,DI,temps plein,7.91,39.57,208,1,1,Administratif,Sur site,Locale,100,100,42,0.04487179487179487,"1,5 jours par mois",-99,SBM,194.96,3,Campagne Augmentat,6693.51,Actif
114,021DATA077,Mr.,Masculin,24,Maroc,MAR,Célibataire,0,0,0,MA-Cns,PRO,P00000976,Chargé De Clientèle,EMP,E2,1,J02,DI,temps plein,7.91,39.57,180,1,1,Administratif,Sur site,Locale,100,100,17,0.06296296296296296,"1,5 jours par mois",-99,SBM,0,0,Non défini,3845,Actif
115,021DATAE20,Mr.,Masculin,53,Maroc,MAR,Marié(e),0,0,0,MA-Cns,PRO,P00000271,Responsable D'Équipe,CAS,A2,23,C03,DI,temps plein,0,42,180,1,1,Administratif,Sur site,Locale,100,100,222,0.035748792270531404,"1,5 jours par mois",110,SBM,385.86,4.04,Non défini,9936.73,Actif
116,021DATAM01,Mme.,Féminin,50,Maroc,MAR,Marié(e),0,0,0,MA-Cns,ADM,HR004,Chargé Rh,EMP,E3,8,S01,DI,temps plein,0,39.57,208,1,1,Administratif,Sur site,Locale,100,100,235,0.09415064102564102,2 jours par mois,110,SBM,372.83,6,Campagne Augmentat,6586.73,Actif
117,022DATA043,Mr.,Masculin,39,Sénégal,SEN,Célibataire,1,0,1,MA-Cns,PRO,DOP781,Conseiller Commercial,EMP,E2,7,C03,DI,temps plein,0,39.57,180,1,1,Administratif,Sur site,Locale,100,100,103,0.054497354497354496,"1,5 jours par mois",103,SBM,131.1,2.838,Campagne Augmentat,4750,Actif
118,022DATA064,Mr.,Masculin,25,Maroc,MAR,Célibataire,0,0,0,MA-Cns,ADM,DOP1322,Technicien It,EMP,E4,2,J01,DI,temps plein,7.91,39.57,208,1,1,Administratif,Sur site,Locale,100,100,13,0.020833333333333332,"1,5 jours par mois",-99,SBM,0,0,Non défini,4792,Actif
119,022DATA077,Mme.,Féminin,24,Maroc,MAR,Marié(e),0,0,0,MA-Cns,PRO,P00000976,Chargé De Clientèle,EMP,E2,1,J02,DI,temps plein,7.91,39.57,180,1,1,Administratif,Sur site,Locale,100,100,29,0.10740740740740741,"1,5 jours par mois",-99,SBM,0,0,Non défini,3845,Actif
120,022DATAM00,Mme.,Féminin,32,Maroc,CASABLANCA,Marié(e),0,0,0,MA-Cns,ADM,DRH11,Chargé De Sourcing,EMP,E3,8,C01,DI,temps plein,0,39.57,192,1,1,Administratif,Sur site,Locale,100,100,259,0.11241319444444445,"1,5 jours par mois",108,SBM,188.46,3,Campagne Augmentat,6470.46,Actif
121,022DATAM01,Mme.,Féminin,49,Maroc,MAR,Marié(e),0,0,0,MA-Cns,SPR,MAR0051,Rqf Site,CAD,C1,8,C01,DI,temps plein,0,39.57,208,1,1,Administratif,Sur site,Locale,100,100,179,0.07171474358974358,2 jours par mois,100,SBM,1236.95,10.4,Campagne Augmentat,13130.66,Actif
122,023DATA004,Mme.,Féminin,48,Maroc,MAR,Marié(e),0,0,0,MA-Cns,ADM,HR007,Ch Affaires Sociales,EMP,E4,23,C01,DI,temps plein,0,39.57,180,1,1,Administratif,Sur site,Locale,100,100,654,0.10531400966183575,2 jours par mois,3,SBM,200.1,3,Campagne Augmentat,6870.1,Actif
123,023DATA038,Mr.,Masculin,27,Maroc,CASABLANCA,Célibataire,0,0,0,MA-Cns,PRO,P00000282,Conseilleur Technique,EMP,E2,8,S01,DI,temps plein,7.91,39.57,180,1,1,Administratif,Sur site,Locale,100,100,140,0.06481481481481481,"1,5 jours par mois",84,SBM,250,5.263,Non défini,5000,Actif
124,023DATA039,Mme.,Féminin,37,Maroc,CASABLANCA,Marié(e),0,0,0,MA-Cns,PRO,P00000324,Conseilleur Technique,EMP,E2,8,J03,DI,temps plein,0,39.57,180,1,1,Administratif,Sur site,Locale,100,100,811,0.37546296296296294,"1,5 jours par mois",85,SBM,200,5.263,Non défini,4000,Actif
125,023DATA063,Mr.,Masculin,26,Maroc,MAR,Célibataire,0,0,0,MA-HASSANE2,PRO,P00000831,Conseiller Commercial,EMP,E2,4,C01,DI,temps plein,7.91,39.57,180,1,1,Administratif,Sur site,Locale,100,100,56,0.05185185185185185,"1,5 jours par mois",-99,SBM,230.51,5.584,Campagne Augmentat,4358.92,Actif
126,023DATA064,Mme.,Féminin,27,Maroc,MAR,Marié(e),0,0,0,MA-Cns,ADM,DOP138,Ingénieur Exploitation,CAD,C1,4,J01,DI,temps plein,7.91,39.57,208,1,1,Administratif,Sur site,Locale,100,100,182,0.14583333333333334,2 jours par mois,-99,SBM,7529.87,46.18,Campagne Augmentat,23835.18,Actif
127,023DATA065,Mr.,Masculin,39,Maroc,MAR,Célibataire,0,0,0,MA-MKS,PRO,P00000056,Chargé De Clientèle,EMP,E2,4,C01,DI,temps plein,7.91,39.57,180,1,1,Administratif,Sur site,Locale,100,100,191,0.17685185185185184,"1,5 jours par mois",-99,SBM,108.94,2.932,Non défini,3825,Actif
128,023DATA068,Mme.,Féminin,31,Maroc,MAR,Marié(e),0,0,0,MA-Cns,PRO,P00000577,Chargé De Clientèle,EMP,E2,3,J02,DI,temps plein,7.91,39.57,180,1,1,Administratif,Sur site,Locale,100,100,402,0.4962962962962963,"1,5 jours par mois",-99,SBM,0,0,Non défini,3460.5,Actif
129,023DATA070,Mme.,Féminin,31,Maroc,MAR,Marié(e),0,0,0,MA-Cns,PRO,P00000056,Chargé De Clientèle,EMP,E2,3,J02,DI,temps plein,7.91,39.57,180,1,1,Administratif,Sur site,Locale,100,100,36,0.044444444444444446,"1,5 jours par mois",-99,SBM,211.5,6.51,Campagne Augmentat,3460.5,Actif
130,023DATA077,Mr.,Masculin,25,Maroc,MAR,Célibataire,0,0,0,MA-Cns,PRO,P00000981,Chargé De Clientèle,EMP,E2,1,J02,DI,temps plein,7.91,39.57,180,1,1,Administratif,Sur site,Locale,100,100,22,0.08148148148148149,"1,5 jours par mois",-99,SBM,0,0,Non défini,3845,Actif
131,023DATAM01,Mme.,Féminin,46,Maroc,MAR,Marié(e),0,0,0,MA-Cns,ADM,DMG20,Resp Achats It Group,CAD,C1,8,S01,DI,temps plein,0,39.57,208,1,1,Administratif,Sur site,Locale,100,100,168,0.0673076923076923,2 jours par mois,5,SBM,2170.06,12.735,Campagne Augmentat,19210.8,Actif
132,024DATA043,Mr.,Masculin,36,Congo,COG,Célibataire,0,0,0,MA-InTownProd,PRO,P00000918,Conseilleur Technique,EMP,E2,7,C02,DI,temps plein,0,39.57,180,1,1,Administratif,Sur site,Locale,100,100,74,0.039153439153439155,"1,5 jours par mois",93,SBM,141.31,3.242,Non défini,4500,Actif
133,024DATA061,Mme.,Féminin,31,Maroc,MAR,Marié(e),0,0,0,MA-Cns,PRO,P00000948,Chargé De Clientèle,EMP,E2,1,J01,DI,temps plein,7.91,39.57,180,1,1,Administratif,Sur site,Locale,100,100,139,0.5148148148148148,"1,5 jours par mois",-99,SBM,-373.5,-10.311,Non défini,3249,Actif
134,024DATA067,Mr.,Masculin,40,Sénégal,SEN,Marié(e),0,0,0,MA-Cns,PRO,P00000550,Conseilleur Technique,EMP,E2,3,C01,DI,temps plein,7.91,39.57,180,1,1,Administratif,Sur site,Locale,100,100,39,0.04814814814814815,"1,5 jours par mois",-99,SBM,225,5.59,Campagne Augmentat,4250,Actif
135,024DATA069,Mr.,Masculin,26,Maroc,MAR,Célibataire,0,0,0,MA-Cns,ADM,DOP033,Data Analyst,CAD,C1,3,J01,DI,temps plein,7.91,39.57,208,1,1,Administratif,Sur site,Locale,100,100,48,0.05128205128205128,2 jours par mois,-99,SBM,3704.67,18.643,Historique,23576.03,Actif
136,024DATA070,Mme.,Féminin,28,Maroc,MAR,Marié(e),0,0,0,MA-Cns,PRO,P00000703,Chargé De Clientèle,EMP,E2,3,J02,DI,temps plein,7.91,39.57,180,1,1,Administratif,Sur site,Locale,100,100,35,0.043209876543209874,"1,5 jours par mois",-99,SBM,211.5,6.51,Campagne Augmentat,3460.5,Actif
137,024DATA071,Mme.,Féminin,26,Maroc,MAR,Marié(e),0,0,0,MA-Cns,PRO,DOP3721,Conseiller Commercial,EMP,E2,2,J03,DI,temps plein,7.91,39.57,180,1,1,Administratif,Sur site,Locale,100,100,29,0.053703703703703705,"1,5 jours par mois",-99,SBM,162,4.681,Non défini,3622.5,Actif
138,024DATAE22,Mme.,Féminin,52,Maroc,MAR,Marié(e),0,0,0,MA-Cns,PRO,P00000271,Conseiller Commercial,EMP,E2,15,S01,DI,temps plein,0,42,180,1,1,Administratif,Sur site,Locale,100,100,235,0.05802469135802469,"1,5 jours par mois",104,SBM,250,5.263,Non défini,5000,Actif
139,024DATAM01,Mr.,Masculin,49,Maroc,MAR,Marié(e),3,0,3,MA-Cns,ADM,DRH62,Person Admin Expert,CAS,A3,8,J01,DI,temps plein,0,39.57,208,1,1,Administratif,Sur site,Locale,100,100,228,0.09134615384615384,2 jours par mois,96,SBM,718.01,9.3,Campagne Augmentat,8438.53,Actif
140,025DATA001,Mr.,Masculin,51,Maroc,RABAT,Célibataire,0,0,0,MA-Cns,ADM,PRE,Chauffeur,EMP,E1,14,S01,DI,temps plein,0,39.57,208,1,1,Administratif,Sur site,Locale,100,100,38,0.0086996336996337,2 jours par mois,-99,SBM,332.41,7.3,Campagne Augmentat,4885.99,Actif
141,025DATA038,Mr.,Masculin,34,Maroc,CASABLANCA,Marié(e),0,0,0,MA-Cns,PRO,P00000645,Responsable D'Équipe,CAS,A2,8,J01,DI,temps plein,0,39.57,180,1,1,Administratif,Sur site,Locale,100,100,105,0.04861111111111111,"1,5 jours par mois",103,SBM,1850,38.947,Titularisation,6600,Actif
142,025DATA046,Mr.,Masculin,34,Maroc,MAR,Célibataire,0,0,0,MA-Cns,PRO,P00000672,Conseiller Commercial,EMP,E2,6,C02,DI,temps plein,0,39.57,180,1,1,Administratif,Sur site,Locale,100,100,132,0.08148148148148149,"1,5 jours par mois",-99,SBM,250,5.882,Campagne Augmentat,4500,Actif
143,025DATA047,Mr.,Masculin,29,Maroc,MAR,Marié(e),0,0,0,MA-InTownProd,PRO,P00000918,Conseiller Commercial,EMP,E2,6,C02,DI,temps plein,0,39.57,180,1,1,Administratif,Sur site,Locale,100,100,152,0.09382716049382717,"1,5 jours par mois",89,SBM,141.31,3.242,Non défini,4500,Actif
144,025DATA069,Mme.,Féminin,28,Maroc,MAR,Marié(e),0,0,0,MA-Cns,ADM,DOP003,Chef De Projet,CAD,C1,3,J01,DI,temps plein,7.91,39.57,208,1,1,Administratif,Sur site,Locale,100,100,23,0.024572649572649572,2 jours par mois,-99,SBM,3704.67,18.643,Historique,23576.03,Actif
145,025DATA077,Mr.,Masculin,23,Maroc,MAR,Célibataire,0,0,0,MA-Cns,PRO,P00000981,Chargé De Clientèle,EMP,E2,1,J02,DI,temps plein,7.91,39.57,180,1,1,Administratif,Sur site,Locale,100,100,37,0.13703703703703704,"1,5 jours par mois",-99,SBM,0,0,Non défini,3845,Actif
146,025DATAE20,Mr.,Masculin,51,Maroc,MAR,Marié(e),0,0,0,MA-Cns,PRO,P00001215,Responsable D'Équipe,CAS,A2,23,S02,DI,temps plein,0,42,180,1,1,Administratif,Sur site,Locale,100,100,250,0.040257648953301126,"1,5 jours par mois",99,SBM,285.07,2.568,Mutation,11385.07,Actif
147,025DATAE22,Mlle,Féminin,40,Maroc,MAR,Célibataire,0,0,0,MA-Cns,PRO,P00001277,Responsable D'Équipe,CAS,A2,15,J03,DI,temps plein,0,42,180,1,1,Administratif,Sur site,Locale,100,100,518,0.12790123456790123,"1,5 jours par mois",96,SBM,511.52,7.147,Campagne Augmentat,7668.67,Actif
148,025DATAM01,Mr.,Masculin,47,Maroc,MAR,Marié(e),0,0,0,MA-Cns,ADM,FIN004,Legal Manager Group,CAD,C3,8,C03,DI,temps plein,0,39.57,208,1,1,Administratif,Sur site,Locale,100,100,172,0.06891025641025642,2 jours par mois,112,SBM,2528.56,8,Campagne Augmentat,34135.51,Actif
149,026DATA007,Mme.,Féminin,35,Maroc,CASABLANCA,Marié(e),0,0,0,MA-Cns,ADM,DQ001,Rqf Compte,CAD,C1,13,J01,DI,temps plein,0,39.57,208,1,1,Administratif,Sur site,Locale,100,100,574,0.14151873767258383,2 jours par mois,106,SBM,4531.2,39.776,Titularisation,15923,Actif
150,026DATA031,Mr.,Masculin,37,Maroc,MAR,Marié(e),0,0,0,MA-Cns,PRO,QM MAR3,Coach,EMP,E4,11,S01,DI,temps plein,0,39.57,180,1,1,Administratif,Sur site,Locale,100,100,196,0.06599326599326599,"1,5 jours par mois",98,SBM,750,10.714,Non défini,7750,Actif
151,026DATA061,Mr.,Masculin,32,Maroc,MAR,Célibataire,0,0,0,MA-Cns,PRO,P00000872,Conseiller Digital,EMP,E2,5,J03,DI,temps plein,7.91,39.57,180,1,1,Administratif,Sur site,Locale,100,100,107,0.07925925925925927,"1,5 jours par mois",-99,SBM,162,4.681,Campagne Augmentat,3622.5,Actif
152,026DATA068,Mme.,Féminin,24,Maroc,MAR,Marié(e),0,0,0,MA-Cns,PRO,P00000577,Conseilleur Technique,EMP,E2,3,J02,AN,temps plein,7.91,39.57,180,1,1,Administratif,Sur site,Locale,100,100,36,0.044444444444444446,"1,5 jours par mois",-99,SBM,165.48,5.022,Campagne Augmentat,3460.5,Actif
153,026DATA070,Mme.,Féminin,29,Maroc,MAR,Marié(e),0,0,0,MA-Cns,PRO,P00000703,Chargé De Clientèle,EMP,E2,3,J01,DI,temps plein,7.91,39.57,180,1,1,Administratif,Sur site,Locale,100,100,128,0.1580246913580247,"1,5 jours par mois",-99,SBM,0,0,Non défini,3249,Actif
154,027DATA059,Mr.,Masculin,30,Sénégal,SEN,Célibataire,0,0,0,MA-Cns,PRO,P00000831,Conseiller Commercial,EMP,E2,5,C01,DI,temps plein,0,39.57,180,1,1,Administratif,Sur site,Locale,100,100,50,0.037037037037037035,"1,5 jours par mois",76,SBM,225,5.59,Campagne Augmentat,4250,Actif
155,027DATA061,Mr.,Masculin,36,Sénégal,SEN,Célibataire,0,0,0,MA-Cns,PRO,P00000872,Conseiller Digital,EMP,E2,5,J03,DI,temps plein,7.91,39.57,180,1,1,Administratif,Sur site,Locale,100,100,112,0.08296296296296296,"1,5 jours par mois",-99,SBM,162,4.681,Campagne Augmentat,3622.5,Actif
156,027DATA064,Mme.,Féminin,35,Maroc,MAR,Marié(e),0,0,0,MA-TAC,PRO,P00000519,Chargé De Clientèle,EMP,E2,4,C01,DI,temps plein,7.91,39.57,180,1,1,Administratif,Sur site,Locale,100,100,186,0.17222222222222222,"1,5 jours par mois",-99,SBM,121.59,2.945,Campagne Augmentat,4250,Actif
157,027DATA067,Mr.,Masculin,27,Maroc,MAR,Célibataire,0,0,0,MA-Cns,ADM,DOP034,Data Engineer,CAD,C1,3,C01,DI,temps plein,7.91,39.57,208,1,1,Administratif,Sur site,Locale,100,100,12,0.01282051282051282,"1,5 jours par mois",-99,SBM,3698,18.603,Historique,23576,Actif
158,027DATA069,Mr.,Masculin,32,Sénégal,SEN,Célibataire,0,0,0,MA-Cns,PRO,P00000550,Conseiller Commercial,EMP,E2,3,C01,DI,temps plein,7.91,39.57,180,1,1,Administratif,Sur site,Locale,100,100,26,0.03209876543209877,"1,5 jours par mois",-99,SBM,225,5.59,Non défini,4250,Actif
159,027DATA073,Mr.,Masculin,45,Maroc,MAR,Célibataire,0,0,0,MA-Cns,PRO,P00000911,Chargé De Clientèle,EMP,E2,1,J02,DI,temps plein,7.91,39.57,180,1,1,Administratif,Sur site,Locale,100,100,6,0.022222222222222223,"1,5 jours par mois",-99,SBM,0,0,Non défini,3845,Actif
160,027DATAM00,Mme.,Féminin,38,Maroc,CASABLANCA,Marié(e),0,0,0,MA-InTown,ADM,DOP2411,Planificateur,CAS,A2,8,C01,DI,temps plein,0,39.57,180,1,1,Administratif,Sur site,Locale,100,100,359,0.16620370370370371,"1,5 jours par mois",120,SBM,264,4,Campagne Augmentat,6864,Actif
